mobility	selfcare	activity	pain	anxiety	EQ5Dindex
5	4	4	1	1	-0.002
5	4	4	1	2	-0.027
5	4	4	1	3	-0.034
5	4	4	1	4	-0.072
5	4	4	1	5	-0.112
5	4	4	2	1	-0.059
5	4	4	2	2	-0.085
5	4	4	2	3	-0.091
5	4	4	2	4	-0.130
5	4	4	2	5	-0.169
5	4	4	3	1	-0.074
5	4	4	3	2	-0.099
5	4	4	3	3	-0.106
5	4	4	3	4	-0.144
5	4	4	3	5	-0.184
5	4	4	4	1	-0.129
5	4	4	4	2	-0.154
5	4	4	4	3	-0.161
5	4	4	4	4	-0.199
5	4	4	4	5	-0.239
5	4	4	5	1	-0.211
5	4	4	5	2	-0.236
5	4	4	5	3	-0.243
5	4	4	5	4	-0.281
5	4	4	5	5	-0.321
5	4	5	1	1	-0.041
5	4	5	1	2	-0.067
5	4	5	1	3	-0.073
5	4	5	1	4	-0.112
5	4	5	1	5	-0.151
5	4	5	2	1	-0.099
5	4	5	2	2	-0.124
5	4	5	2	3	-0.131
5	4	5	2	4	-0.169
5	4	5	2	5	-0.209
5	4	5	3	1	-0.113
5	4	5	3	2	-0.139
5	4	5	3	3	-0.145
5	4	5	3	4	-0.184
5	4	5	3	5	-0.223
5	4	5	4	1	-0.168
5	4	5	4	2	-0.194
5	4	5	4	3	-0.200
5	4	5	4	4	-0.238
5	4	5	4	5	-0.278
5	4	5	5	1	-0.250
5	4	5	5	2	-0.276
5	4	5	5	3	-0.282
5	4	5	5	4	-0.321
5	4	5	5	5	-0.360
5	5	1	1	1	-0.015
5	5	1	1	2	-0.040
5	5	1	1	3	-0.047
5	5	1	1	4	-0.085
5	5	1	1	5	-0.125
5	5	1	2	1	-0.073
5	5	1	2	2	-0.098
5	5	1	2	3	-0.105
5	5	1	2	4	-0.143
5	5	1	2	5	-0.183
5	5	1	3	1	-0.087
5	5	1	3	2	-0.112
5	5	1	3	3	-0.119
5	5	1	3	4	-0.157
5	5	1	3	5	-0.197
5	5	1	4	1	-0.142
5	5	1	4	2	-0.167
5	5	1	4	3	-0.174
5	5	1	4	4	-0.212
5	5	1	4	5	-0.252
5	5	1	5	1	-0.224
5	5	1	5	2	-0.249
5	5	1	5	3	-0.256
5	5	1	5	4	-0.294
5	5	1	5	5	-0.334
5	5	2	1	1	-0.062
5	5	2	1	2	-0.088
5	5	2	1	3	-0.094
5	5	2	1	4	-0.133
5	5	2	1	5	-0.172
5	5	2	2	1	-0.120
5	5	2	2	2	-0.145
5	5	2	2	3	-0.152
5	5	2	2	4	-0.190
5	5	2	2	5	-0.230
5	5	2	3	1	-0.134
5	5	2	3	2	-0.160
5	5	2	3	3	-0.166
5	5	2	3	4	-0.205
5	5	2	3	5	-0.244
5	5	2	4	1	-0.189
5	5	2	4	2	-0.214
5	5	2	4	3	-0.221
5	5	2	4	4	-0.259
5	5	2	4	5	-0.299
5	5	2	5	1	-0.271
5	5	2	5	2	-0.297
5	5	2	5	3	-0.303
5	5	2	5	4	-0.342
5	5	2	5	5	-0.381
5	5	3	1	1	-0.074
5	5	3	1	2	-0.099
5	5	3	1	3	-0.106
5	5	3	1	4	-0.144
5	5	3	1	5	-0.184
5	5	3	2	1	-0.132
5	5	3	2	2	-0.157
5	5	3	2	3	-0.164
5	5	3	2	4	-0.202
5	5	3	2	5	-0.242
5	5	3	3	1	-0.146
5	5	3	3	2	-0.171
5	5	3	3	3	-0.178
5	5	3	3	4	-0.216
5	5	3	3	5	-0.256
5	5	3	4	1	-0.201
5	5	3	4	2	-0.226
5	5	3	4	3	-0.233
5	5	3	4	4	-0.271
5	5	3	4	5	-0.311
5	5	3	5	1	-0.283
5	5	3	5	2	-0.308
5	5	3	5	3	-0.315
5	5	3	5	4	-0.353
5	5	3	5	5	-0.393
5	5	4	1	1	-0.093
5	5	4	1	2	-0.119
5	5	4	1	3	-0.125
5	5	4	1	4	-0.164
5	5	4	1	5	-0.203
5	5	4	2	1	-0.151
5	5	4	2	2	-0.176
5	5	4	2	3	-0.183
5	5	4	2	4	-0.221
5	5	4	2	5	-0.261
5	5	4	3	1	-0.165
5	5	4	3	2	-0.191
5	5	4	3	3	-0.197
5	5	4	3	4	-0.236
5	5	4	3	5	-0.275
5	5	4	4	1	-0.220
5	5	4	4	2	-0.245
5	5	4	4	3	-0.252
5	5	4	4	4	-0.290
5	5	4	4	5	-0.330
5	5	4	5	1	-0.302
5	5	4	5	2	-0.328
5	5	4	5	3	-0.334
5	5	4	5	4	-0.373
5	5	4	5	5	-0.412
5	5	5	1	1	-0.133
5	5	5	1	2	-0.158
5	5	5	1	3	-0.165
5	5	5	1	4	-0.203
5	5	5	1	5	-0.243
5	5	5	2	1	-0.191
5	5	5	2	2	-0.216
5	5	5	2	3	-0.223
5	5	5	2	4	-0.261
5	5	5	2	5	-0.301
5	5	5	3	1	-0.205
5	5	5	3	2	-0.230
5	5	5	3	3	-0.237
5	5	5	3	4	-0.275
5	5	5	3	5	-0.315
5	5	5	4	1	-0.260
5	5	5	4	2	-0.285
5	5	5	4	3	-0.292
5	5	5	4	4	-0.330
5	5	5	4	5	-0.370
5	5	5	5	1	-0.342
5	5	5	5	2	-0.367
5	5	5	5	3	-0.374
5	5	5	5	4	-0.412
5	5	5	5	5	-0.452
